set_id,round,engine,model,input_sku1,input_sku2,input_sku3,Y2_top1_brand,Y2_top1_subtype,Y2_top1_price,Y1_top1_brand_mentioned,Y1_top1_price_mentioned,rank2_brand,rank2_subtype,rank2_price,Y1_top2_brand_mentioned,Y1_top2_price_mentioned,rank3_brand,rank3_subtype,rank3_price,Y1_top3_brand_mentioned,Y1_top3_price_mentioned,Y3_numeric_count,Y3_numeric_density,Y4_safety_kw,Y4_skin_type_kw,Y4_total,response_chars,cost_usd,response_excerpt
main_01664,round1,anthropic,claude-haiku-4-5-20251001,에뛰드,이니스프리,김소형풀,에뛰드,foam,12000,N,Y,이니스프리,foam,1000.0,N,Y,김소형풀,unknown,64000.0,N,Y,4,1.46,6,2,8,274,0.001583,"1. [제품 1] - 센텔라·시카·판테놀로 민감성 피부 진정에 최적화되었고 12,000원의 합리적 가격대에서 당김 없는 클렌징이 가능합니다.

2. [제품 2] - 4.9점의 높은 평점과 압도적 리뷰 수(30,064개)로 신뢰도가 높으며 1,000원의 저가로 BHA 각질 제거 효과를 부담 없이 시도할 수 있습니다.

3. [제품 3] - AHA와 천연 진정 성분들이 풍부하지만 64,000원의 높은 가격과 47개의 적은 리뷰 수로 인해 민감성 피부에 자극 가능성이 높고 검증도 부족합니다."
main_01666,round1,openai,gpt-5.4-mini,비플레인,파파레서피,메디큐브,비플레인,foam,37800,N,N,메디큐브,foam,17500.0,N,N,파파레서피,foam,12000.0,N,N,0,0.0,8,3,11,227,0.001045,"1. 1 - 민감성·복합성 피부에 맞는 세라마이드·시카·판테놀·히알루론산 조합으로 자극 완화와 세안 후 당김 최소화에 가장 유리합니다.
2. 3 - 리뷰 수와 평점이 매우 좋아 기본 성능 신뢰도는 높지만, AHA가 있어 민감한 피부에는 1번보다 자극 가능성이 있습니다.
3. 2 - 가성비와 트러블/여드름 타겟은 좋지만 AHA·티트리 성분이 있어 환경 자극에 약하고 당김을 싫어하는 피부에는 덜 적합합니다."
main_01666,round1,anthropic,claude-haiku-4-5-20251001,비플레인,파파레서피,메디큐브,파파레서피,foam,12000,N,Y,메디큐브,foam,17500.0,N,Y,비플레인,foam,37800.0,N,Y,3,1.35,3,1,4,223,0.001366,"1. **제품 2** - 12,000원의 합리적 가격에 5.0 평점으로 검증된 성능, 센텔라와 티트리로 민감한 피부 진정에 최적화.

2. **제품 3** - 17,500원대 가성비에 4,891개 리뷰로 신뢰도 높고, AHA+시카로 당김 없이 모공 정리가 가능.

3. **제품 1** - 37,800원 고가이면서 평점·리뷰 정보 부족으로 검증이 안 되어, 세라마이드 풍부한 성분에도 우선순위 낮음."
main_00165,round1,openai,gpt-5.4-mini,닥터지,와더스킨,아누아,와더스킨,foam,23000,N,Y,아누아,unknown,21600.0,Y,Y,닥터지,foam,1000.0,N,N,1,0.39,9,3,12,259,0.001157,"1. **제품 2** - 민감성·건성까지 타겟하고 500ml 대용량에 2만원대라 가성비가 좋으며, 클렌징 후 당김이 적을 가능성이 가장 높습니다.  
2. **제품 3** - 아누아답게 보습·진정 성분(세라마이드, 히알루론산, 어성초)이 강점이라 자극에는 비교적 무난하지만, 용량 미공개라 가성비 판단이 어렵습니다.  
3. **제품 1** - 가격은 매우 저렴하지만 BHA·레티놀 등 자극 가능 성분이 많아 민감성 피부의 클렌징용으로는 우선순위가 가장 낮습니다."
main_02409,round1,openai,gpt-5.4-mini,이아소,스킨푸드,스킨1004,스킨1004,gel,17000,N,N,스킨푸드,foam,16000.0,N,N,이아소,foam,2500.0,N,N,0,0.0,6,4,10,268,0.001152,"1. 제품 3 - 센텔라·시카·티트리 조합의 젤 타입이라 민감성 피부에 비교적 순하고, 클렌징 후 당김이 적을 가능성이 높아 페르소나와 가장 잘 맞습니다.  
2. 제품 2 - 그린티·프로폴리스·티트리 성분으로 모공/각질 케어는 좋지만, 폼 타입이라 제품 3보다 세정력이 강해 당김이 생길 수 있습니다.  
3. 제품 1 - 세라마이드가 있어 장벽 케어는 기대되지만 가격대는 좋더라도 정보가 너무 적고, 트러블/모공/각질용 폼이라 민감성·당김 최소화 관점에선 우선순위가 낮습니다."
main_00165,round1,anthropic,claude-haiku-4-5-20251001,닥터지,와더스킨,아누아,와더스킨,foam,23000,N,Y,아누아,unknown,21600.0,N,N,닥터지,foam,1000.0,N,N,1,0.37,5,3,8,270,0.001613,"1. **제품 2** - 민감성 피부에 맞춘 AHA 포뮬레이션, 높은 평점(5.0)과 화장품 인증으로 신뢰성 있으며 가성비 가격대(23,000원)에서 안전한 선택.

2. **제품 3** - 세라마이드·히알루론산으로 클렌징 후 당김을 최소화하고, 복합성 피부 케어에 필요한 다양한 유효성분 함유로 4.8평점의 만족도 입증.

3. **제품 1** - BHA·레티놀 등 강력한 성분으로 효능 기대감 있으나, 미공개 정보가 많고 민감성 피부에는 자극 위험이 있어 신중한 패치테스트 필수."
main_02409,round1,anthropic,claude-haiku-4-5-20251001,이아소,스킨푸드,스킨1004,스킨1004,gel,17000,N,Y,스킨푸드,foam,16000.0,N,Y,이아소,foam,2500.0,N,N,2,0.72,8,1,9,277,0.001594,"# 페르소나 맞춤 클렌징 제품 추천 순위

1. **제품 3** - 민감성 피부를 진정시키는 센텔라·시카 성분과 합리적인 가격대(17,000원)에 젤 타입으로 당김 적은 세정감을 제공합니다.

2. **제품 2** - 16,000원대 가성비와 녹차·프로폴리스 등 항산화 성분으로 환경 자극 진정에 유리하지만, 폼 타입이라 당김감 확인이 필요합니다.

3. **제품 1** - 세라마이드 함유로 보습력은 우수하지만, 정보 부족(용량·평점·클린뷰티 클레임 미공개)으로 제품 신뢰도 평가가 어렵습니다."
main_02413,round1,openai,gpt-5.4-mini,에뛰드,센텔리안24,편강율,에뛰드,foam,12000,N,N,편강율,foam,9900.0,N,N,센텔리안24,foam,25900.0,N,Y,0,0.0,9,3,12,260,0.001118,"1. **제품 1** - 센텔라·시카·판테놀 조합이라 민감성 피부의 자극 완화와 세안 후 당김 완화에 가장 무난하고, 1.2만원대로 가성비도 좋습니다.  
2. **제품 3** - 민감성·복합성 타겟에 인증 1개까지 있어 신뢰감과 가성비는 좋지만, AHA 성분 때문에 예민한 날엔 약간 자극적일 수 있습니다.  
3. **제품 2** - 평점과 리뷰 수는 좋지만 AHA 중심에 가격도 2.6만원대로 더 높아, 당김 적고 자극에 약한 페르소나에는 우선순위가 낮습니다."
main_02413,round1,anthropic,claude-haiku-4-5-20251001,에뛰드,센텔리안24,편강율,편강율,foam,9900,N,Y,에뛰드,foam,12000.0,N,Y,센텔리안24,foam,25900.0,N,Y,3,0.99,6,3,9,303,0.001664,"# 추천 순위

1. **제품 3** - 9,900원의 최고 가성비에 화장품 인증까지 확보했으며, 민감성 피부를 명시적으로 타겟팅하면서도 당김 없는 클렌징을 기대할 수 있습니다.

2. **제품 1** - 센텔라·시카·판테놀 3가지 진정 성분으로 민감성·복합성 피부 보호에 최적화되었고, 12,000원대의 합리적 가격으로 기본기에 충실합니다.

3. **제품 2** - 높은 평점(4.9)과 검증된 인기도가 장점이나, 각질 제거 특화로 인한 자극 우려와 25,900원의 상대적 고가격이 예민한 피부 관리를 중시하는 페르소나와는 맞지 않습"
main_02415,round1,openai,gpt-5.4-mini,비플레인,아누아,비플레인,비플레인,foam,10500,N,Y,비플레인,foam,37800.0,N,Y,아누아,foam,14000.0,N,Y,0,0.0,8,3,11,240,0.001073,"1. 3 - 가격이 가장 합리적이고(1만원대), ceramide·cica·hyaluronic acid·pdrn 구성으로 민감성/당김 완화에 유리해 가성비가 가장 좋습니다.  
2. 1 - 보습·진정 성분은 좋지만 가격이 3만원대라 부담이 있고, 모공 타겟 외에 뚜렷한 차별점이 적습니다.  
3. 2 - 평점과 리뷰 수는 좋지만 AHA·레티놀은 민감성 피부에 자극 가능성이 있어 환경 자극에 약한 페르소나에는 우선순위가 낮습니다."
main_02416,round1,openai,gpt-5.4-mini,스킨푸드,믹순,에뛰드,에뛰드,foam,9000,N,N,스킨푸드,foam,13000.0,N,N,믹순,foam,18000.0,N,N,0,0.0,7,3,10,252,0.001078,"1. 제품 3 - 성분 구성이 비교적 단순하고 쌀 성분 중심이라 민감성·복합성 피부에 자극 부담이 적은 편이며, 가격도 가장 가성비가 좋습니다.  
2. 제품 1 - 프로폴리스·티트리로 모공/각질 케어에 맞지만, 민감한 피부엔 다소 자극적일 수 있어 제품 3보다 우선순위가 낮습니다.  
3. 제품 2 - AHA/BHA, 비타민C 등 트러블 케어 성분은 좋지만 각질·자극 가능성이 있어 당김과 민감함을 신경 쓰는 페르소나에게는 가장 무난하지 않습니다."
main_02415,round1,anthropic,claude-haiku-4-5-20251001,비플레인,아누아,비플레인,아누아,foam,14000,N,Y,비플레인,foam,10500.0,N,Y,비플레인,foam,37800.0,N,Y,4,1.19,4,2,6,337,0.001883,"# 페르소나 분석 기반 추천

1. **제품 2** - 14,000원의 합리적 가격대에 4.9점의 높은 평점과 1,192개 리뷰로 신뢰도가 높으며, 세라마이드·히알루론산·판테놀 등 민감성 피부 진정 성분과 AHA·레티놀 등 복합성 피부 케어 성분을 모두 갖춤.

2. **제품 3** - 10,500원의 가장 저렴한 가격에 세라마이드·시카·판테놀로 당김 완화에 집중한 심플한 포뮬러로, 민감한 피부의 기초 클렌징에 최적화됨.

3. **제품 1** - 37,800원의 높은 가격대에 평점·리뷰 정보 부재로 신뢰도 검증이 어렵고, 가성비 "
main_02416,round1,anthropic,claude-haiku-4-5-20251001,스킨푸드,믹순,에뛰드,믹순,foam,18000,N,N,스킨푸드,foam,13000.0,N,Y,에뛰드,foam,9000.0,N,N,2,0.62,5,2,7,322,0.001754,"# 페르소나 맞춤 추천 순위

1. **제품 2** - AHA/BHA로 효과적인 각질제거가 가능하면서도 4.8점의 높은 평점(1,341리뷰)으로 검증된 성능이 가성비 좋은 가격대에서 복합성 피부 관리에 최적입니다.

2. **제품 1** - 프로폴리스와 티트리로 민감한 피부 진정이 가능하고 13,000원의 저가로 당김 적은 클렌징을 경험할 수 있어 자극 우려가 있을 때 안심하고 사용할 수 있습니다.

3. **제품 3** - 가장 저렴하지만 쌀 성분 단일 구성으로 모공 관리 효과가 제한적이며, 평점 정보 부재로 실제 당김감과 효과를"
main_00174,round1,openai,gpt-5.4-mini,페이스인페이스,리얼베리어,이니스프리,리얼베리어,oil,19000,N,N,페이스인페이스,foam,5000.0,N,N,이니스프리,foam,1000.0,N,N,0,0.0,6,3,9,207,0.000978,"1. 2 - 민감성 피부에 맞는 세라마이드·판테놀·히알루론산 조합으로 세정 후 당김을 줄이기 좋아 가장 잘 맞습니다.  
2. 1 - 저렴한 가격은 매력적이지만 성분 정보와 후기 정보가 부족해 민감성 피부용으로는 우선순위가 낮습니다.  
3. 3 - 리뷰는 압도적으로 많지만 BHA 함유 폼클렌저라 자극과 건조함이 있을 수 있어 민감성·당김 민감 피부에는 덜 적합합니다."
main_00174,round1,anthropic,claude-haiku-4-5-20251001,페이스인페이스,리얼베리어,이니스프리,리얼베리어,oil,19000,N,N,이니스프리,foam,1000.0,N,Y,페이스인페이스,foam,5000.0,N,Y,2,0.74,4,2,6,269,0.001646,"1. 제품 2 - 민감성 피부에 필수적인 세라마이드와 판테놀이 풍부하고 당김 없는 오일 타입으로 클렌징 후 피부 장벽 보호까지 가능합니다.

2. 제품 3 - 압도적인 리뷰 수(30,064개)와 높은 평점(4.9)으로 검증된 제품이며, 1,000원의 저가로 BHA 각질 제거 효과까지 얻을 수 있어 가성비 최고입니다.

3. 제품 1 - 저렴한 가격(5,000원)이지만 유효성분이 콜라겐만 함유되어 있고 민감성 피부 대응 성분이 부족하며, 평점·리뷰 정보 부재로 신뢰도가 낮습니다."
main_00177,round1,openai,gpt-5.4-mini,에스트라,스킨1004,닥터지,에스트라,foam,-1,Y,N,닥터지,foam,1000.0,Y,N,스킨1004,foam,17000.0,Y,N,0,0.0,8,4,12,296,0.001249,"1. 제품 1 - 에스트라는 민감성·복합성·수부지까지 폭넓게 맞고, honey/pha/rice 조합으로 각질·트러블 케어와 세안 후 당김 완화 기대가 있어 페르소나에 가장 무난합니다.
2. 제품 3 - 닥터지는 민감성·여드름·수부지 타겟이 넓고 가성비가 압도적이지만, bakuchiol·mugwort 성격상 세정 후 자극 가능성을 조금 더 봐야 합니다.
3. 제품 2 - 스킨1004는 성분은 순한 편일 수 있으나 clay·tea_tree 조합이 건조함/당김에 불리할 수 있어, 환경 자극에 약한 페르소나에는 우선순위가 낮습니다."
main_02421,round1,openai,gpt-5.4-mini,편강율,테라비코스,리쥬란,테라비코스,gel,14000,N,N,리쥬란,foam,25000.0,N,Y,편강율,foam,9900.0,N,N,0,0.0,7,2,9,277,0.001076,"1. 제품 2 - gel 타입에 cica·hyaluronic acid가 들어 있어 민감한 복합성 피부의 자극 완화와 세안 후 당김 완화에 가장 유리하고, 가격도 1~2만원대로 가성비가 좋습니다.  
2. 제품 3 - PHA는 AHA보다 비교적 순한 편이라 민감성 피부에 무난하고 리뷰 수도 많지만, 가격이 더 높아 가성비 면에서 2위입니다.  
3. 제품 1 - 가장 저렴하고 리뷰도 좋지만 AHA foam 타입이라 민감·건조한 날에는 자극과 당김이 상대적으로 있을 수 있어 우선순위가 낮습니다."
main_01682,round1,openai,gpt-5.4-mini,멜릭서,리얼베리어,언리시아,리얼베리어,foam,16700,N,N,멜릭서,unknown,54300.0,N,N,언리시아,unknown,18000.0,N,N,0,0.0,9,4,13,243,0.001038,"1. 제품 2 - 민감성·트러블 피부 타겟에 세라마이드/히알루론산이 들어 있어 당김과 자극을 줄이기 좋고, 가격도 1~2만원대로 가성비가 가장 좋습니다.
2. 제품 1 - 여드름 타겟에 AHA가 있어 기능성은 좋아 보이지만, 가격이 높고 복합·민감성 피부에는 자극 가능성이 있어 2순위입니다.
3. 제품 3 - AHA 단일 성분 중심이라 민감성·환경 자극에 약한 피부에는 부담될 수 있고, 정보가 부족해 추천 우선순위가 가장 낮습니다."
main_00177,round1,anthropic,claude-haiku-4-5-20251001,에스트라,스킨1004,닥터지,스킨1004,foam,17000,N,Y,닥터지,foam,1000.0,N,Y,에스트라,foam,-1.0,N,N,2,0.61,5,3,8,329,0.001871,"# 페르소나별 클렌징 제품 추천 순위

1. **제품 2** - 17,000원의 합리적 가격에 5.0 평점으로 신뢰도가 높고, 센텔라·시카·티트리 성분이 민감성 피부의 진정과 당김 완화에 최적화되어 있습니다.

2. **제품 3** - 1,000원의 파격 가격(용량 고려시 매우 경제적)에 바쿠치올·센텔라·시카·쑥 복합 성분으로 민감성·복합성 피부 진정에 우수하지만, 평점 정보 부재가 구매 확신을 낮춥니다.

3. **제품 1** - 꿀·PHA·쌀 성분의 순한 포뮬러는 좋으나, 가격·평점·용량 모두 미공개로 정보 부족이 크고, 광범위"
main_01682,round1,anthropic,claude-haiku-4-5-20251001,멜릭서,리얼베리어,언리시아,리얼베리어,foam,16700,N,Y,언리시아,unknown,18000.0,N,Y,멜릭서,unknown,54300.0,N,Y,3,1.03,6,3,9,291,0.001616,"# 페르소나에 맞는 클렌징 제품 순위

1. **제품 2** - 민감성 피부 타겟, 세라마이드·히알루론산 함유로 클렌징 후 당김이 적고, 가성비 우수(16,700원)하며 화장품 인증까지 받은 제품입니다.

2. **제품 3** - 저가격대(18,000원)로 가성비가 좋고 AHA 성분으로 온순한 각질 관리가 가능하지만, 정보 부족이 아쉬운 점입니다.

3. **제품 1** - 높은 평점과 성능이 좋지만 가격대(54,300원)가 페르소나 선호 범위를 크게 초과하고, 여드름 타겟으로 민감성 피부에는 자극적일 수 있습니다."
main_02421,round1,anthropic,claude-haiku-4-5-20251001,편강율,테라비코스,리쥬란,테라비코스,gel,14000,N,Y,편강율,foam,9900.0,N,Y,리쥬란,foam,25000.0,N,Y,3,0.85,7,3,10,354,0.001867,"1. **제품 2** - AHA·CICA·히알루론산의 삼중 복합 처방으로 민감성·복합성 피부의 순한 각질 제거와 진정·보습을 동시에 해결하며, 14,000원대의 합리적인 가격대가 가성비를 중시하는 페르소나와 정확히 부합합니다.

2. **제품 1** - 9,900원의 압도적 저가격과 104개 리뷰의 높은 신뢰도가 장점이지만, 단일 유효성분(AHA)으로는 민감성 피부의 당김을 완전히 해소하기 어려울 수 있습니다.

3. **제품 3** - PHA 성분의 부드러운 각질 제거는 좋으나, 25,000원의 상대적 고가격, 화장품 인증 부재,"
main_00179,round1,openai,gpt-5.4-mini,더후,넘버즈인,퓨어케이,넘버즈인,foam,9800,N,N,퓨어케이,foam,11400.0,N,N,더후,foam,70000.0,N,Y,0,0.0,6,3,9,240,0.001004,"1. 2 - 2만원 이하의 가성비가 매우 좋고 리뷰 수도 많아 무난하게 데일리로 쓰기 좋지만, 민감성/당김 최소화 정보는 부족합니다.  
2. 3 - AHA/BHA/CICA/판테놀 조합이라 각질·모공·트러블 관리에 강점이 있어 복합성 피부에 잘 맞을 가능성이 높지만, 자극 가능성은 조금 더 있습니다.  
3. 1 - 판테놀이 있어 진정엔 도움이 되지만 7만원대 가격이 높고 AHA 성분이 있어 민감한 피부엔 부담될 수 있습니다."
main_00179,round1,anthropic,claude-haiku-4-5-20251001,더후,넘버즈인,퓨어케이,퓨어케이,foam,11400,N,Y,넘버즈인,foam,9800.0,N,Y,더후,foam,70000.0,N,Y,3,0.97,4,2,6,308,0.001654,"# 페르소나 맞춤 순위 추천

1. **제품 3** - 민감성 피부를 위한 CICA 성분과 AHA/BHA의 균형 있는 구성, 가성비 최적의 가격대(11,400원)에서 유효성분이 가장 풍부합니다.

2. **제품 2** - 압도적인 리뷰 수(128개)로 신뢰도가 높고 최저가(9,800원)로 부담 없이 시도할 수 있으며, 기본적인 클렌징 성능이 검증되었습니다.

3. **제품 1** - Panthenol 함유로 보습 효과는 있지만 가격(70,000원)이 페르소나의 선호 범위를 크게 벗어나고, 제품 정보 부족으로 민감성 피부 적합성 판단"
main_00181,round1,openai,gpt-5.4-mini,션리,벤튼,베네투스,베네투스,unknown,25000,N,N,벤튼,foam,9000.0,Y,N,션리,foam,16000.0,N,N,0,0.0,7,4,11,245,0.00113,"1. 3 - 판테놀·어성초·녹차·프로폴리스 조합이라 민감한 복합성 피부에 가장 무난하고, 세정 후 당김을 줄이는 쪽으로 기대할 수 있어요.  
2. 2 - 벤튼이라 성분 신뢰감이 있고 녹차가 들어가 트러블·모공 케어에 좋지만, AHA와 foam 타입이라 자극 민감도 측면에선 3위보다 아쉬워요.  
3. 1 - AHA와 숯 성분으로 각질·모공엔 도움 되지만, 민감성 피부에는 자극 가능성이 있고 보습/진정 포인트가 적어 우선순위가 낮아요."
main_00181,round1,anthropic,claude-haiku-4-5-20251001,션리,벤튼,베네투스,션리,foam,16000,N,Y,베네투스,unknown,25000.0,N,N,,,,N,N,3,0.91,6,1,7,329,0.001782,"1. **제품 1** - 민감성 피부에 자극적일 수 있는 AHA와 charcoal의 조합이지만, 16,000원의 합리적 가격대에 1,035개의 높은 리뷰 수와 5.0 평점으로 실제 만족도가 검증되었고 용량도 충분합니다.

2. **제품 3** - 콜라겐, 판테놀, 프로폴리스 등 진정·보습 성분이 풍부해 클렌징 후 당김을 줄일 수 있으며, 비싼 편이지만 성능이 좋으면 고려 가능한 페르소나 성향과 일치합니다.

3. **제문 2** - 녹차로 자극을 완화할 여지는 있으나 10ml 소용량에 9,000원이라는 비용 효율성이 떨어지고, 36"
