set_id,round,engine,model,input_sku1,input_sku2,input_sku3,Y2_top1_brand,Y2_top1_subtype,Y2_top1_price,Y1_top1_brand_mentioned,Y1_top1_price_mentioned,rank2_brand,rank2_subtype,rank2_price,Y1_top2_brand_mentioned,Y1_top2_price_mentioned,rank3_brand,rank3_subtype,rank3_price,Y1_top3_brand_mentioned,Y1_top3_price_mentioned,Y3_numeric_count,Y3_numeric_density,Y4_safety_kw,Y4_skin_type_kw,Y4_total,response_chars,cost_usd,response_excerpt
main_00753,round1,openai,gpt-5.4-mini,아누아,아누아,더마겐,아누아,oil,33000,N,N,아누아,foam,14000.0,N,N,더마겐,foam,24000.0,N,N,0,0.0,6,5,11,287,0.001194,"1. **제품 2** - 오일 타입이라 민감성·복합성 피부에 비교적 마찰과 당김이 적고, 2~4만원대 예산 안에서 용량 대비 가성비도 괜찮으며 리뷰 수도 많아 신뢰도가 높습니다.  
2. **제품 1** - 가격은 가장 저렴하지만 폼 타입에 AHA·레티놀 등 자극 가능 성분이 많아 민감한 피부에는 순한 클렌징용으로는 다소 부담될 수 있습니다.  
3. **제품 3** - 지성·여드름 타겟의 AHA 폼 클렌저라 유분기 케어에는 좋을 수 있지만, 민감성·당김 적은 제품을 원하는 페르소나와는 가장 거리가 있습니다."
main_00818,round1,anthropic,claude-haiku-4-5-20251001,라운드랩,라운드랩,스킨1004,라운드랩,cream,11700,N,Y,스킨1004,milk,17000.0,N,N,라운드랩,cream,18000.0,N,Y,2,0.62,5,1,6,325,0.001734,"# 페르소나별 클렌징 제품 추천 순위

1. **제품 2** - 가성비 최우선 페르소나에게 합리적 가격(11,700원)에 높은 평점(4.7/9리뷰)과 민감성 진정 성분(CICA, mugwort)을 제공하는 가장 현명한 선택입니다.

2. **제품 3** - 리뷰 샘플 수(70개)가 가장 많아 신뢰도가 높으며, centella와 CICA의 진정 성분으로 민감한 피부의 클렌징 후 당김 완화가 기대되지만 용량 대비 가격이 다소 높습니다.

3. **제품 1** - 유효 성분 구성이 우수하지만 가격대(18,000원)가 높은 데 비해 평점과"
main_00818,round1,openai,gpt-5.4-mini,라운드랩,라운드랩,스킨1004,라운드랩,cream,11700,N,Y,스킨1004,milk,17000.0,N,N,라운드랩,cream,18000.0,N,N,2,0.79,6,1,7,254,0.001094,"1. **2** - 150ml에 11,700원으로 가성비가 가장 좋고, 판테놀·시카·쑥 성분 조합이 있어 민감한 피부의 클렌징 후 당김 완화에 유리합니다.  
2. **3** - 센텔라·시카·티트리로 진정에 강점이 있고 리뷰도 많아 검증은 됐지만, 티트리는 자극 가능성이 있어 민감성 피부엔 2번보다 살짝 덜 추천됩니다.  
3. **1** - 성분 구성은 2번과 비슷하지만 용량 정보와 리뷰가 없어 가성비·신뢰도 판단이 어려워 우선순위가 가장 낮습니다."
main_00911,round1,anthropic,claude-haiku-4-5-20251001,스킨푸드,스킨푸드,아누아,스킨푸드,foam,13000,N,N,아누아,unknown,21600.0,N,N,스킨푸드,foam,12700.0,N,N,0,0.0,7,4,11,291,0.001699,"1. **제품 2** - 쌀 성분이 추가되어 클렌징 후 당김을 완화하고, 동일 가격대에서 용량이 가장 크며 복합성 피부의 모공·각질 관리에 최적화되어 있습니다.

2. **제품 3** - 세라마이드와 히알루론산으로 민감성 피부 보호, 고농축 유효성분으로 뛰어난 성능(4.8평점)을 입증했으나 클렌징 제품으로서의 당김감 정보 부재가 우려됩니다.

3. **제품 1** - 가성비는 좋으나 용량이 가장 적고, 티트리와 프로폴리스 강성 성분으로 민감성 피부에 자극을 줄 수 있어 환경 자극에 약한 페르소나에게는 부담스럽습니다."
main_00911,round1,openai,gpt-5.4-mini,스킨푸드,스킨푸드,아누아,아누아,unknown,21600,N,N,스킨푸드,foam,13000.0,N,N,스킨푸드,foam,12700.0,N,N,0,0.0,5,3,8,300,0.001207,"1. **제품 3** - 평점이 높고(4.8/62) 세정 후 자극 완화에 도움 될 수 있는 **세라마이드·히알루론산·어성초**가 있어 민감성/복합성 피부에 상대적으로 무난합니다.  
2. **제품 2** - 2만 원 이하로 가성비가 좋고 **프로폴리스·쌀·티트리** 조합이라 피부 고민(모공·각질) 케어는 가능하지만, 폼 타입이라 당김 가능성은 있습니다.  
3. **제품 1** - 가격은 가장 저렴하지만 **티트리+프로폴리스** 위주라 민감한 피부엔 자극감이 있을 수 있고, 제품 정보/평점이 없어 안정적인 선택으로는 덜 추천됩니다."
main_00937,round1,anthropic,claude-haiku-4-5-20251001,설화수,설화수,클럽클리오,클럽클리오,foam,2500,N,Y,설화수,foam,42000.0,Y,Y,,,,N,N,3,1.1,3,2,5,272,0.001594,"1. **제품 3** - 2,500원의 합리적 가격에 세라마이드, 판테놀 등 민감성 피부 진정 성분과 프로바이오틱스가 풍부해 당김 없는 클렌징이 가능합니다.

2. **제품 1** - 42,000원대로 페르소나의 선호 가격대에 부합하며, 설화수의 신뢰도 높은 브랜드력으로 기본기 있는 클렌징을 기대할 수 있습니다.

3. **제​품 2** - 90,000원의 높은 가격대와 미공개 정보가 많아 성능 검증이 어렵고, 니아신아마이드 함유로 건성화 위험이 있어 민감한 피부에는 부담스럽습니다."
main_00937,round1,openai,gpt-5.4-mini,설화수,설화수,클럽클리오,클럽클리오,foam,2500,N,Y,설화수,foam,42000.0,Y,N,설화수,foam,90000.0,Y,Y,1,0.38,6,2,8,260,0.001127,"1. **제품 3** - 세라마이드·판테놀 등 진정/장벽 보강 성분이 있어 민감성 피부에 비교적 잘 맞고, 2,500원으로 가성비가 압도적으로 좋습니다.  
2. **제품 1** - 설화수라 무난한 품질은 기대할 수 있지만, 가격이 높고 성분 정보가 부족해 민감성·당김 최소화 관점에서 확신이 덜합니다.  
3. **제품 2** - 나이아신아마이드·펩타이드로 기능성은 좋아 보이지만 9만원대로 매우 비싸고, 클렌징 제품으로는 가성비와 민감 피부 적합성이 애매합니다."
main_00975,round1,anthropic,claude-haiku-4-5-20251001,이아소,이아소,은율,이아소,foam,2500,N,N,이아소,foam,2500.0,N,N,은율,foam,4500.0,N,N,0,0.0,5,2,7,257,0.00148,"# 추천 순위

1. **제품 2** - 민감성 피부 타겟에 clay 성분으로 순한 세정력을 제공하며, 클린뷰티 클레임까지 있어 자극 최소화와 가성비를 동시에 만족합니다.

2. **제품 1** - cica 성분으로 세정 후 진정 효과를 기대할 수 있고 가격이 가장 저렴하지만, 민감성 피부 타겟이 명시되지 않은 점이 아쉽습니다.

3. **제품 3** - 용량 대비 가격이 높고 유효성분과 타겟 피부 정보 부재로 제품 특성 파악이 어려워 선택하기 위험합니다."
main_00975,round1,openai,gpt-5.4-mini,이아소,이아소,은율,이아소,foam,2500,N,N,이아소,foam,2500.0,N,N,은율,foam,4500.0,N,N,0,0.0,6,5,11,205,0.000946,"1. 제품 2 - 민감성 타겟이 명시돼 있고 클린뷰티 클레임도 있어, 자극에 예민한 피부에 가장 무난한 가성비 선택입니다.
2. 제품 1 - 시카 성분과 트러블·모공·각질 케어는 장점이지만 민감성 타겟이 없어 제품 2보다 우선순위가 낮습니다.
3. 제품 3 - 기본 정보와 피부 타겟이 거의 없어 민감성·복합성 피부에 맞는지 판단이 어려워 가장 보수적으로 추천합니다."
main_01254,round1,anthropic,claude-haiku-4-5-20251001,리얼베리어,비플레인,리얼베리어,리얼베리어,foam,16700,N,Y,리얼베리어,foam,59800.0,N,Y,비플레인,foam,37800.0,N,Y,3,1.02,5,2,7,293,0.00173,"1. 제품 1 - 16,700원의 합리적 가격대에 세라마이드·히알루론산·PDRN으로 민감성 피부 진정과 당김 완화를 동시에 충족하며, 화장품 인증으로 신뢰성까지 확보했습니다.

2. 제품 3 - 복합성 피부의 트러블 케어에 특화되었고 4개 리뷰의 높은 평점으로 검증되었으나, 59,800원의 높은 가격대가 가성비 중시 성향과 맞지 않습니다.

3. 제품 2 - 풍부한 유효성분 (6가지)으로 성능은 우수하지만, 37,800원의 비싼 가격대에 비해 리뷰 정보 부재와 화장품 인증 없음으로 검증 부족하고, 용량도 가장 적습니다."
main_01254,round1,openai,gpt-5.4-mini,리얼베리어,비플레인,리얼베리어,리얼베리어,foam,16700,N,Y,리얼베리어,foam,59800.0,N,N,비플레인,foam,37800.0,N,Y,5,1.59,7,7,14,314,0.001379,"1. 제품 1 - 민감성·복합성 피부에 맞는 세라마이드/히알루론산 조합에 가격도 16,700원으로 가장 가성비가 좋고, 용량도 220ml라 데일리 사용에 부담이 적어요.  
2. 제품 3 - 민감성·복합성·여드름성까지 폭넓게 맞고 용량이 400ml로 넉넉해 가성비는 좋지만, 위치가 지성/트러블 쪽에 더 맞아 건조·당김 민감한 피부엔 1번보다 살짝 덜 무난해요.  
3. 제품 2 - 세라마이드·시카·판테놀 등 성분은 좋지만 120ml에 37,800원으로 가격 부담이 크고, 모공 타겟 중심이라 페르소나의 “클렌징 후 당김 적음” 니즈에"
main_01314,round1,anthropic,claude-haiku-4-5-20251001,리얼베리어,유이크,리얼베리어,리얼베리어,foam,33200,N,N,리얼베리어,oil,19000.0,N,Y,유이크,foam,17000.0,N,N,1,0.41,6,5,11,242,0.0015,"1. **제품 3** - 민감성 피부 타겟 + 세라마이드·히알루론산 함유로 클렌징 후 당김이 적고, 화장품 인증으로 안전성이 검증되었으며, 폼 타입이 자극 최소화에 유리함.

2. **제품 1** - 판테놀·PDRN 등 진정·재생 성분이 풍부하고 19,000원의 합리적 가격대로 민감성 피부 케어에 효과적함.

3. **제품 2** - 리뷰 수가 많아 신뢰도는 높지만, 지성·여드름 타겟으로 복합성 민감 피부에는 자극 가능성이 있음."
main_01314,round1,openai,gpt-5.4-mini,리얼베리어,유이크,리얼베리어,리얼베리어,foam,33200,N,N,리얼베리어,oil,19000.0,N,N,유이크,foam,17000.0,N,N,0,0.0,8,5,13,258,0.001202,"1. 3 - 민감성·복합성 피부에 맞는 타겟과 세라마이드/히알루론산/PDRN 조합이 좋고, 폼 타입 중에서는 성분 구성이 가장 무난해 세안 후 당김을 줄이기 좋습니다.
2. 1 - 세라마이드·히알루론산·판테놀로 보습/진정은 좋고 가성비도 우수하지만, 오일 타입이라 호불호가 있을 수 있어 3번보다 우선순위는 조금 낮습니다.
3. 2 - 성분은 풍부하고 가성비도 좋지만 지성·여드름성 타겟의 폼클렌저라 민감성·건조 당김 민감한 페르소나에는 상대적으로 덜 맞습니다."
main_01343,round1,anthropic,claude-haiku-4-5-20251001,스킨푸드,믹순,스킨푸드,믹순,foam,23000,N,N,스킨푸드,foam,13000.0,N,Y,스킨푸드,foam,16000.0,N,N,3,1.16,5,1,6,259,0.001531,"1. **제품 2** - 4.8점 높은 평점(134개 리뷰)과 화장품 인증으로 신뢰도가 높고, AHA·콜라겐·비타민C로 클렌징 후 당김 완화와 피부 진정에 효과적입니다.

2. **제품 3** - 13,000원의 저렴한 가격에 200ml 대용량으로 가성비가 탁월하고, 프로폴리스·차나무 성분이 민감성 피부 진정에 적합합니다.

3. **제품 1** - 페프타이드·프로폴리스 등 우수한 성분 구성이지만, 평점 및 리뷰 정보 부재로 제품 신뢰도를 판단하기 어렵습니다."
main_01343,round1,openai,gpt-5.4-mini,스킨푸드,믹순,스킨푸드,스킨푸드,foam,13000,N,Y,스킨푸드,foam,16000.0,N,N,믹순,foam,23000.0,N,N,2,0.71,7,4,11,283,0.001175,"1. **제품 3** - 200ml에 13,000원으로 가성비가 가장 좋고, 프로폴리스·쌀 성분 조합이 비교적 순해 민감한 복합성 피부의 데일리 클렌징에 무난합니다.  
2. **제품 1** - 가격이 저렴하고 녹차·프로폴리스 기반이라 무난하지만, 티트리와 각질/모공 타겟이라 자극감이 제품 3보다 조금 더 있을 수 있습니다.  
3. **제품 2** - 여드름·트러블 타겟이지만 AHA 성분 때문에 민감성 피부에는 자극 우려가 있어, 클렌징 후 당김과 환경 자극에 민감한 페르소나에선 우선순위가 낮습니다."
main_01420,round1,anthropic,claude-haiku-4-5-20251001,에뛰드,에뛰드,더후,에뛰드,foam,10000,N,Y,에뛰드,foam,9000.0,N,N,더후,foam,70000.0,N,Y,2,0.74,5,2,7,269,0.001517,"1. **제품 2** - 콜라겐 성분으로 클렌징 후 당김을 완화하면서도 9,000-10,000원대의 가성비 있는 가격대에서 모공 관리가 가능합니다.

2. **제품 1** - 쌀 성분의 순한 클렌징으로 민감성 피부에 자극이 적으면서도 1만원 이하의 가장 저렴한 가격으로 부담 없이 시도할 수 있습니다.

3. **제품 3** - AHA와 판테놀로 클렌징과 진정 케어가 동시에 가능하고 평점 5.0으로 성능이 검증되었으나, 70,000원대의 높은 가격이 선호 예산을 크게 벗어납니다."
main_01420,round1,openai,gpt-5.4-mini,에뛰드,에뛰드,더후,더후,foam,70000,N,N,에뛰드,foam,9000.0,N,N,에뛰드,foam,10000.0,N,N,0,0.0,4,2,6,244,0.001015,"1. **3** - **판테놀이 들어 있어 세정 후 당김·자극 완화에 가장 유리하고, 평점도 높아 민감성·복합성 피부에 우선 추천할 만하지만 가격대가 높습니다.**  
2. **1** - **가성비가 매우 좋고 무난한 폼 타입이라 데일리로 쓰기 쉽지만, 성분 정보가 적어 민감 피부용으로는 확신이 덜합니다.**  
3. **2** - **가격은 저렴하지만 콜라겐 유효성분의 클렌징 장점이 크지 않아 제품 1보다 선택 이유가 약합니다.**"
main_01468,round1,anthropic,claude-haiku-4-5-20251001,아누아,편강율,편강율,편강율,foam,13900,N,N,편강율,foam,9900.0,N,Y,아누아,balm,19200.0,N,N,1,0.42,6,2,8,237,0.001497,"1. **제품 3** - 세라마이드와 판테놀로 클렌징 후 당김을 최소화하면서 합리적인 가격대에 민감성·복합성 피부에 최적화된 포뮬레이션.

2. **제품 2** - 9,900원의 저렴한 가성비로 기본적인 클렌징 성능을 제공하며, 광범위한 클린뷰티 인증으로 자극 최소화 가능.

3. **제품 1** - 유효성분이 풍부하고 평점이 높지만, 밤 타입으로 헹굼 시 당김 위험이 있고 용량 미공개로 가성비 판단이 어려운 점이 제약."
main_01468,round1,openai,gpt-5.4-mini,아누아,편강율,편강율,편강율,foam,13900,N,Y,편강율,foam,9900.0,N,N,아누아,balm,19200.0,N,N,2,0.78,9,5,14,258,0.001167,"1. 3 - 민감성·복합성에 맞고 세라마이드+판테놀이 들어 있어 세안 후 당김 완화에 가장 유리하며, 150ml에 13,900원으로 가성비도 좋습니다.  
2. 2 - 가격이 가장 저렴하고 민감성·복합성 타겟이지만, 핵심 보습/장벽 성분이 AHA 위주라 3번보다 세안 후 자극·당김 면에서 아쉬울 수 있습니다.  
3. 1 - 아하·레티놀·PDRN 등 기능성 성분은 매력적이지만, 클렌징 제품치고는 자극 가능성이 높은 조합이라 민감성 피부엔 우선순위가 낮습니다."
main_01652,round1,anthropic,claude-haiku-4-5-20251001,나인위시스,리얼베리어,리얼베리어,리얼베리어,foam,16700,N,N,리얼베리어,foam,16900.0,N,N,나인위시스,foam,15400.0,N,N,0,0.0,11,4,15,237,0.001447,"# 추천 순위

1. **제품 2** - 민감성 피부에 필수인 세라마이드와 히알루론산으로 클렌징 후 당김을 최소화하면서 가성비까지 우수합니다.

2. **제품 3** - 복합성·민감성 피부의 트러블 케어에 특화되었고, 쑥과 티트리로 자극 진정이 가능하며 가격도 합리적입니다.

3. **제품 1** - AHA 함유로 효과는 좋지만 민감성 피부에는 자극이 될 수 있고, 세라마이드 같은 보습 성분 부재로 당김 완화에 약합니다."
main_01652,round1,openai,gpt-5.4-mini,나인위시스,리얼베리어,리얼베리어,리얼베리어,foam,16700,N,N,리얼베리어,foam,16900.0,N,N,나인위시스,foam,15400.0,N,N,0,0.0,9,4,13,230,0.001068,"1. **2번** - 세라마이드·히알루론산이 들어 있어 세안 후 당김을 줄이기 좋고, 민감성·트러블 타겟이라 페르소나에 가장 잘 맞습니다.  
2. **3번** - 민감성·복합성·수부지까지 폭넓게 맞지만 티트리/쑥 성분은 자극 가능성이 있어 2번보다 한 단계 아래입니다.  
3. **1번** - AHA가 들어 있어 트러블 케어엔 좋을 수 있지만, 민감성·환경 자극에 약한 피부에는 자극감과 건조함이 우려됩니다."
main_02267,round1,anthropic,claude-haiku-4-5-20251001,클럽클리오,더후,더후,클럽클리오,foam,2500,N,Y,더후,oil,46000.0,N,Y,더후,balm,56000.0,N,Y,3,1.03,5,2,7,292,0.001666,"1. **제품 1** - 2,500원의 압도적 가성비에 세라마이드·판테놀로 클렌징 후 당김을 줄이고, 민감성 피부를 위한 프로바이오틱스·녹차 등 진정 성분이 풍부합니다.

2. **제품 2** - 높은 평점(5.0)과 녹차 성분으로 신뢰도가 있으나, 46,000원의 가격이 페르소나의 선호 예산을 크게 초과하고 오일 타입이 민감성 피부에 부담스러울 수 있습니다.

3. **제품 3** - 5.0 평점이지만 56,000원으로 가장 비싼 가격대에 유효성분 수가 적고, 타겟 피부가 미공개로 피부 적합성을 예측하기 어렵습니다."
main_02267,round1,openai,gpt-5.4-mini,클럽클리오,더후,더후,더후,oil,46000,N,N,더후,balm,56000.0,N,N,클럽클리오,foam,2500.0,N,N,0,0.0,5,2,7,263,0.0011,"1. **2** - 민감성·복합성 피부에 비교적 무난한 **오일 타입**으로, 클렌징 후 당김을 줄이기 좋고 평점도 높아 가장 균형이 좋습니다.  
2. **3** - **밤 타입**이라 세정력과 사용감은 좋을 수 있지만, 가격이 높고 AHA가 있어 민감 피부에는 2번보다 다소 부담될 수 있습니다.  
3. **1** - 가성비는 매우 좋지만 **폼 타입**에 트러블·각질 타겟 성분이 많아 자극 가능성이 있고, 용량도 작아 데일리 메인 클렌저로는 우선순위가 낮습니다."
main_02278,round1,anthropic,claude-haiku-4-5-20251001,일소,일소,은율,은율,foam,12800,N,Y,일소,unknown,18000.0,N,Y,일소,unknown,16900.0,N,N,3,1.36,5,1,6,220,0.001301,"1. **제품 3** - 500ml 대용량에 12,800원의 가성비, 민감성 피부 타겟, 폼 타입으로 클렌징 후 당김이 적을 가능성이 높음.

2. **제품 2** - 18,000원대 가격에 AHA 외 후투이니아·PDRN 등 복합 성분으로 피부 진정·재생 효과 기대 가능.

3. **제품 1** - AHA 단일 성분으로 자극 가능성이 있고, 정보 부족(제품명·용량 미공개)으로 신뢰도가 낮음."
main_02278,round1,openai,gpt-5.4-mini,일소,일소,은율,은율,foam,12800,N,N,일소,unknown,18000.0,N,N,일소,unknown,16900.0,N,N,1,0.36,9,4,13,280,0.001156,"1. **3** - **민감성 타겟의 폼 클렌저에 500ml 대용량이라 가성비가 좋고, 자극을 줄인 제품일 가능성이 높아 페르소나와 가장 잘 맞습니다.**
2. **2** - **AHA에 진정/보습 성분인 houttuynia, PDRN이 더해져 1번보다 균형이 좋아 보이지만, 민감성 적합 정보가 없어 3위보다 약간 덜 확실합니다.**
3. **1** - **AHA 단일 성분 중심이라 모공/각질 케어엔 좋을 수 있지만, 민감성·당김 적은 클렌징을 선호하는 페르소나에게는 자극 우려가 가장 큽니다.**"
